 ********* BEGIN READER ****************************
 
 Nucleus            :  Se  34  96
 Imin, Imax         :     0  10
 imu, remu          :     1 12.0000
 ( 5   3) <--> ( 7   3)        1.806233      0.296589      0.217498   WU    75.818811     55.600462
 ( 5   3) <--> ( 7   4)       -0.153673      0.002147      0.001574   WU     0.548816      0.402465
 ( 5   3) <--> ( 7   5)       -0.314868      0.009013      0.006609   WU     2.304025      1.689618
 ( 5   3) <--> ( 7   6)       -0.025513      0.000059      0.000043   WU     0.015127      0.011093
 ( 5   3) <--> ( 7   7)        0.005898      0.000003      0.000002   WU     0.000808      0.000593
 ( 5   3) <--> ( 7   8)        0.047096      0.000202      0.000148   WU     0.051546      0.037800
 ( 5   3) <--> ( 7   9)       -0.118068      0.001267      0.000929   WU     0.323963      0.237573
 ( 5   3) <--> ( 7  10)       -0.006712      0.000004      0.000003   WU     0.001047      0.000768
 ( 5   4) <--> ( 7   1)       -0.049465      0.000222      0.000163   WU     0.056863      0.041700
 ( 5   4) <--> ( 7   2)       -0.568346      0.029365      0.021535   WU     7.506819      5.505001
 ( 5   4) <--> ( 7   3)       -0.076509      0.000532      0.000390   WU     0.136037      0.099761
 ( 5   4) <--> ( 7   4)       -0.817741      0.060791      0.044580   WU    15.540373     11.396274
 ( 5   4) <--> ( 7   5)       -1.296105      0.152717      0.111993   WU    39.040027     28.629353
 ( 5   4) <--> ( 7   6)        0.039055      0.000139      0.000102   WU     0.035447      0.025994
 ( 5   4) <--> ( 7   7)        0.420418      0.016068      0.011783   WU     4.107630      3.012262
 ( 5   4) <--> ( 7   8)        0.018587      0.000031      0.000023   WU     0.008029      0.005888
 ( 5   4) <--> ( 7   9)       -0.024048      0.000053      0.000039   WU     0.013439      0.009855
 ( 5   4) <--> ( 7  10)       -0.065000      0.000384      0.000282   WU     0.098188      0.072005
 ( 5   5) <--> ( 7   1)        0.018852      0.000032      0.000024   WU     0.008260      0.006057
 ( 5   5) <--> ( 7   2)       -0.636414      0.036820      0.027001   WU     9.412582      6.902560
 ( 5   5) <--> ( 7   3)        0.319831      0.009299      0.006819   WU     2.377224      1.743298
 ( 5   5) <--> ( 7   4)       -0.122797      0.001371      0.001005   WU     0.350435      0.256985
 ( 5   5) <--> ( 7   5)       -0.294570      0.007888      0.005785   WU     2.016546      1.478800
 ( 5   5) <--> ( 7   6)       -1.944126      0.343602      0.251975   WU    87.837153     64.413912
 ( 5   5) <--> ( 7   7)        0.084221      0.000645      0.000473   WU     0.164841      0.120883
 ( 5   5) <--> ( 7   8)       -0.182526      0.003029      0.002221   WU     0.774248      0.567782
 ( 5   5) <--> ( 7   9)       -0.107141      0.001044      0.000765   WU     0.266772      0.195633
 ( 5   5) <--> ( 7  10)       -0.027357      0.000068      0.000050   WU     0.017392      0.012754
 ( 5   6) <--> ( 7   1)        0.004024      0.000001      0.000001   WU     0.000376      0.000276
 ( 5   6) <--> ( 7   2)       -0.057630      0.000302      0.000221   WU     0.077183      0.056601
 ( 5   6) <--> ( 7   3)        0.016983      0.000026      0.000019   WU     0.006703      0.004916
 ( 5   6) <--> ( 7   4)       -0.761688      0.052743      0.038678   WU    13.482926      9.887479
 ( 5   6) <--> ( 7   5)       -0.242219      0.005334      0.003911   WU     1.363469      0.999878
 ( 5   6) <--> ( 7   6)       -0.304592      0.008434      0.006185   WU     2.156085      1.581129
 ( 5   6) <--> ( 7   7)        0.449992      0.018408      0.013499   WU     4.705853      3.450959
 ( 5   6) <--> ( 7   8)       -1.475141      0.197822      0.145069   WU    50.570419     37.084974
 ( 5   6) <--> ( 7   9)       -0.473081      0.020346      0.014920   WU     5.201163      3.814186
 ( 5   6) <--> ( 7  10)       -0.059070      0.000317      0.000233   WU     0.081089      0.059465
 ( 5   7) <--> ( 7   1)       -0.019105      0.000033      0.000024   WU     0.008482      0.006220
 ( 5   7) <--> ( 7   2)        0.124692      0.001413      0.001037   WU     0.361331      0.264976
 ( 5   7) <--> ( 7   3)       -0.796621      0.057691      0.042307   WU    14.747991     10.815193
 ( 5   7) <--> ( 7   4)        0.043559      0.000172      0.000126   WU     0.044095      0.032337
 ( 5   7) <--> ( 7   5)        0.425164      0.016433      0.012051   WU     4.200910      3.080667
 ( 5   7) <--> ( 7   6)        0.015444      0.000022      0.000016   WU     0.005543      0.004065
 ( 5   7) <--> ( 7   7)        0.008983      0.000007      0.000005   WU     0.001875      0.001375
 ( 5   7) <--> ( 7   8)       -0.599086      0.032628      0.023927   WU     8.340804      6.116589
 ( 5   7) <--> ( 7   9)        1.989944      0.359989      0.263992   WU    92.026217     67.485892
 ( 5   7) <--> ( 7  10)        0.175224      0.002791      0.002047   WU     0.713539      0.523262
 ( 5   8) <--> ( 7   1)        0.001884      0.000000      0.000000   WU     0.000083      0.000061
 ( 5   8) <--> ( 7   2)        0.021128      0.000041      0.000030   WU     0.010374      0.007607
 ( 5   8) <--> ( 7   3)        0.099283      0.000896      0.000657   WU     0.229078      0.167991
 ( 5   8) <--> ( 7   4)        0.023816      0.000052      0.000038   WU     0.013181      0.009666
 ( 5   8) <--> ( 7   5)       -0.300801      0.008226      0.006032   WU     2.102757      1.542021
 ( 5   8) <--> ( 7   6)       -0.819199      0.061008      0.044739   WU    15.595829     11.436942
 ( 5   8) <--> ( 7   7)       -0.201802      0.003702      0.002715   WU     0.946413      0.694036
 ( 5   8) <--> ( 7   8)       -0.382770      0.013319      0.009768   WU     3.404913      2.496936
 ( 5   8) <--> ( 7   9)        0.103103      0.000966      0.000709   WU     0.247045      0.181166
 ( 5   8) <--> ( 7  10)        1.236869      0.139077      0.101990   WU    35.553079     26.072258
 ( 5   9) <--> ( 7   1)       -0.016065      0.000023      0.000017   WU     0.005998      0.004399
 ( 5   9) <--> ( 7   2)        0.047997      0.000209      0.000154   WU     0.053537      0.039260
 ( 5   9) <--> ( 7   3)       -0.009037      0.000007      0.000005   WU     0.001898      0.001392
 ( 5   9) <--> ( 7   4)        0.098868      0.000889      0.000652   WU     0.227165      0.166588
 ( 5   9) <--> ( 7   5)        0.648693      0.038255      0.028053   WU     9.779295      7.171483
 ( 5   9) <--> ( 7   6)        0.236202      0.005072      0.003719   WU     1.296577      0.950823
 ( 5   9) <--> ( 7   7)       -0.503734      0.023068      0.016917   WU     5.897018      4.324480
 ( 5   9) <--> ( 7   8)       -0.068038      0.000421      0.000309   WU     0.107579      0.078891
 ( 5   9) <--> ( 7   9)        0.004635      0.000002      0.000001   WU     0.000499      0.000366
 ( 5   9) <--> ( 7  10)        0.931763      0.078926      0.057879   WU    20.176253     14.795919
 ( 5  10) <--> ( 7   1)       -0.002956      0.000001      0.000001   WU     0.000203      0.000149
 ( 5  10) <--> ( 7   2)       -0.002091      0.000000      0.000000   WU     0.000102      0.000075
 ( 5  10) <--> ( 7   3)        0.010463      0.000010      0.000007   WU     0.002544      0.001866
 ( 5  10) <--> ( 7   4)       -0.019050      0.000033      0.000024   WU     0.008434      0.006185
 ( 5  10) <--> ( 7   5)       -0.112493      0.001150      0.000844   WU     0.294093      0.215668
 ( 5  10) <--> ( 7   6)       -0.039407      0.000141      0.000104   WU     0.036090      0.026466
 ( 5  10) <--> ( 7   7)        0.782674      0.055689      0.040839   WU    14.236111     10.439815
 ( 5  10) <--> ( 7   8)       -0.457967      0.019067      0.013982   WU     4.874137      3.574367
 ( 5  10) <--> ( 7   9)       -0.012546      0.000014      0.000010   WU     0.003658      0.002683
 ( 5  10) <--> ( 7  10)        0.019525      0.000035      0.000025   WU     0.008860      0.006497
 ( 6   1) <--> ( 6   1)        0.440051      0.306802   (eb)
 ( 6   2) <--> ( 6   1)       -0.854084      0.056112      0.056112   WU    14.344311     14.344311
 ( 6   2) <--> ( 6   2)       -0.433457     -0.302205   (eb)
 ( 6   3) <--> ( 6   1)        0.254798      0.004994      0.004994   WU     1.276650      1.276650
 ( 6   3) <--> ( 6   2)       -0.928790      0.066358      0.066358   WU    16.963435     16.963435
 ( 6   3) <--> ( 6   3)       -0.289768     -0.202025   (eb)
 ( 6   4) <--> ( 6   1)        0.065574      0.000331      0.000331   WU     0.084556      0.084556
 ( 6   4) <--> ( 6   2)       -0.585669      0.026385      0.026385   WU     6.745013      6.745013
 ( 6   4) <--> ( 6   3)       -0.096782      0.000721      0.000721   WU     0.184192      0.184192
 ( 6   4) <--> ( 6   4)       -0.984954     -0.686707   (eb)
 ( 6   5) <--> ( 6   1)       -0.082758      0.000527      0.000527   WU     0.134678      0.134678
 ( 6   5) <--> ( 6   2)        0.163900      0.002066      0.002066   WU     0.528247      0.528247
 ( 6   5) <--> ( 6   3)       -0.427409      0.014052      0.014052   WU     3.592252      3.592252
 ( 6   5) <--> ( 6   4)       -1.274611      0.124972      0.124972   WU    31.947287     31.947287
 ( 6   5) <--> ( 6   5)       -0.219444     -0.152996   (eb)
 ( 6   6) <--> ( 6   1)       -0.065314      0.000328      0.000328   WU     0.083886      0.083886
 ( 6   6) <--> ( 6   2)        0.158758      0.001939      0.001939   WU     0.495620      0.495620
 ( 6   6) <--> ( 6   3)       -1.054589      0.085551      0.085551   WU    21.869842     21.869842
 ( 6   6) <--> ( 6   4)       -0.089893      0.000622      0.000622   WU     0.158904      0.158904
 ( 6   6) <--> ( 6   5)       -0.130046      0.001301      0.001301   WU     0.332564      0.332564
 ( 6   6) <--> ( 6   6)       -0.495170     -0.345231   (eb)
 ( 6   7) <--> ( 6   1)        0.032887      0.000083      0.000083   WU     0.021268      0.021268
 ( 6   7) <--> ( 6   2)       -0.050321      0.000195      0.000195   WU     0.049793      0.049793
 ( 6   7) <--> ( 6   3)       -0.082091      0.000518      0.000518   WU     0.132517      0.132517
 ( 6   7) <--> ( 6   4)       -0.151539      0.001766      0.001766   WU     0.451574      0.451574
 ( 6   7) <--> ( 6   5)       -0.230386      0.004083      0.004083   WU     1.043735      1.043735
 ( 6   7) <--> ( 6   6)        0.120559      0.001118      0.001118   WU     0.285808      0.285808
 ( 6   7) <--> ( 6   7)       -0.115671     -0.080646   (eb)
 ( 6   8) <--> ( 6   1)        0.003349      0.000001      0.000001   WU     0.000221      0.000221
 ( 6   8) <--> ( 6   2)        0.035975      0.000100      0.000100   WU     0.025450      0.025450
 ( 6   8) <--> ( 6   3)       -0.178488      0.002451      0.002451   WU     0.626467      0.626467
 ( 6   8) <--> ( 6   4)       -0.088374      0.000601      0.000601   WU     0.153579      0.153579
 ( 6   8) <--> ( 6   5)        1.421944      0.155533      0.155533   WU    39.759782     39.759782
 ( 6   8) <--> ( 6   6)        0.575064      0.025438      0.025438   WU     6.502968      6.502968
 ( 6   8) <--> ( 6   7)       -0.001983      0.000000      0.000000   WU     0.000077      0.000077
 ( 6   8) <--> ( 6   8)        0.361703      0.252178   (eb)
 ( 6   9) <--> ( 6   1)        0.002436      0.000000      0.000000   WU     0.000117      0.000117
 ( 6   9) <--> ( 6   2)       -0.032790      0.000083      0.000083   WU     0.021143      0.021143
 ( 6   9) <--> ( 6   3)        0.206659      0.003285      0.003285   WU     0.839820      0.839820
 ( 6   9) <--> ( 6   4)        0.067604      0.000352      0.000352   WU     0.089873      0.089873
 ( 6   9) <--> ( 6   5)        0.136033      0.001423      0.001423   WU     0.363888      0.363888
 ( 6   9) <--> ( 6   6)       -0.790652      0.048087      0.048087   WU    12.292762     12.292762
 ( 6   9) <--> ( 6   7)        0.936061      0.067401      0.067401   WU    17.230089     17.230089
 ( 6   9) <--> ( 6   8)       -0.258704      0.005148      0.005148   WU     1.316089      1.316089
 ( 6   9) <--> ( 6   9)       -0.687940     -0.479629   (eb)
 ( 6  10) <--> ( 6   1)        0.005686      0.000002      0.000002   WU     0.000636      0.000636
 ( 6  10) <--> ( 6   2)       -0.040828      0.000128      0.000128   WU     0.032778      0.032778
 ( 6  10) <--> ( 6   3)       -0.011476      0.000010      0.000010   WU     0.002590      0.002590
 ( 6  10) <--> ( 6   4)        0.178652      0.002455      0.002455   WU     0.627615      0.627615
 ( 6  10) <--> ( 6   5)        0.468534      0.016887      0.016887   WU     4.316801      4.316801
 ( 6  10) <--> ( 6   6)       -0.007330      0.000004      0.000004   WU     0.001057      0.001057
 ( 6  10) <--> ( 6   7)       -0.016102      0.000020      0.000020   WU     0.005098      0.005098
 ( 6  10) <--> ( 6   8)        0.139458      0.001496      0.001496   WU     0.382444      0.382444
 ( 6  10) <--> ( 6   9)       -0.099299      0.000758      0.000758   WU     0.193896      0.193896
 ( 6  10) <--> ( 6  10)       -1.063910     -0.741755   (eb)
 ( 6   1) <--> ( 7   1)        0.406374      0.012703      0.011009   WU     3.247359      2.814378
 ( 6   1) <--> ( 7   2)        0.100633      0.000779      0.000675   WU     0.199140      0.172588
 ( 6   1) <--> ( 7   3)       -0.044222      0.000150      0.000130   WU     0.038456      0.033328
 ( 6   1) <--> ( 7   4)       -0.020015      0.000031      0.000027   WU     0.007877      0.006827
 ( 6   1) <--> ( 7   5)       -0.037720      0.000109      0.000095   WU     0.027979      0.024248
 ( 6   1) <--> ( 7   6)        0.009815      0.000007      0.000006   WU     0.001895      0.001642
 ( 6   1) <--> ( 7   7)       -0.009423      0.000007      0.000006   WU     0.001746      0.001513
 ( 6   1) <--> ( 7   8)       -0.004524      0.000002      0.000001   WU     0.000403      0.000349
 ( 6   1) <--> ( 7   9)       -0.016918      0.000022      0.000019   WU     0.005628      0.004878
 ( 6   1) <--> ( 7  10)        0.020733      0.000033      0.000029   WU     0.008453      0.007326
 ( 6   2) <--> ( 7   1)       -0.522899      0.021033      0.018228   WU     5.376686      4.659795
 ( 6   2) <--> ( 7   2)       -0.268355      0.005540      0.004801   WU     1.416111      1.227296
 ( 6   2) <--> ( 7   3)       -0.039101      0.000118      0.000102   WU     0.030065      0.026056
 ( 6   2) <--> ( 7   4)        0.064510      0.000320      0.000277   WU     0.081835      0.070923
 ( 6   2) <--> ( 7   5)        0.043804      0.000148      0.000128   WU     0.037731      0.032700
 ( 6   2) <--> ( 7   6)       -0.011390      0.000010      0.000009   WU     0.002551      0.002211
 ( 6   2) <--> ( 7   7)        0.021584      0.000036      0.000031   WU     0.009161      0.007939
 ( 6   2) <--> ( 7   8)        0.010580      0.000009      0.000007   WU     0.002201      0.001908
 ( 6   2) <--> ( 7   9)       -0.005632      0.000002      0.000002   WU     0.000624      0.000541
 ( 6   2) <--> ( 7  10)       -0.016619      0.000021      0.000018   WU     0.005431      0.004707
 ( 6   3) <--> ( 7   1)       -0.110386      0.000937      0.000812   WU     0.239610      0.207662
 ( 6   3) <--> ( 7   2)        1.125377      0.097421      0.084432   WU    24.904356     21.583775
 ( 6   3) <--> ( 7   3)        0.057758      0.000257      0.000222   WU     0.065600      0.056854
 ( 6   3) <--> ( 7   4)       -0.277301      0.005915      0.005126   WU     1.512102      1.310488
 ( 6   3) <--> ( 7   5)        0.001530      0.000000      0.000000   WU     0.000046      0.000040
 ( 6   3) <--> ( 7   6)       -0.018045      0.000025      0.000022   WU     0.006403      0.005549
 ( 6   3) <--> ( 7   7)       -0.053385      0.000219      0.000190   WU     0.056043      0.048570
 ( 6   3) <--> ( 7   8)       -0.015751      0.000019      0.000017   WU     0.004879      0.004228
 ( 6   3) <--> ( 7   9)        0.016436      0.000021      0.000018   WU     0.005312      0.004604
 ( 6   3) <--> ( 7  10)       -0.000423      0.000000      0.000000   WU     0.000004      0.000003
 ( 6   4) <--> ( 7   1)        0.165125      0.002097      0.001818   WU     0.536175      0.464685
 ( 6   4) <--> ( 7   2)        0.145683      0.001633      0.001415   WU     0.417348      0.361701
 ( 6   4) <--> ( 7   3)        0.241694      0.004494      0.003894   WU     1.148715      0.995553
 ( 6   4) <--> ( 7   4)       -0.069539      0.000372      0.000322   WU     0.095090      0.082412
 ( 6   4) <--> ( 7   5)        0.020263      0.000032      0.000027   WU     0.008074      0.006998
 ( 6   4) <--> ( 7   6)        0.026644      0.000055      0.000047   WU     0.013959      0.012098
 ( 6   4) <--> ( 7   7)       -0.008915      0.000006      0.000005   WU     0.001563      0.001354
 ( 6   4) <--> ( 7   8)       -0.022061      0.000037      0.000032   WU     0.009570      0.008294
 ( 6   4) <--> ( 7   9)       -0.002745      0.000001      0.000001   WU     0.000148      0.000128
 ( 6   4) <--> ( 7  10)       -0.004754      0.000002      0.000002   WU     0.000444      0.000385
 ( 6   5) <--> ( 7   1)       -0.534182      0.021950      0.019023   WU     5.611224      4.863061
 ( 6   5) <--> ( 7   2)        0.011633      0.000010      0.000009   WU     0.002661      0.002306
 ( 6   5) <--> ( 7   3)       -0.900763      0.062413      0.054092   WU    15.955114     13.827765
 ( 6   5) <--> ( 7   4)        0.090254      0.000627      0.000543   WU     0.160181      0.138823
 ( 6   5) <--> ( 7   5)       -0.178294      0.002445      0.002119   WU     0.625101      0.541754
 ( 6   5) <--> ( 7   6)       -0.009414      0.000007      0.000006   WU     0.001743      0.001510
 ( 6   5) <--> ( 7   7)        0.005653      0.000002      0.000002   WU     0.000628      0.000545
 ( 6   5) <--> ( 7   8)        0.012418      0.000012      0.000010   WU     0.003032      0.002628
 ( 6   5) <--> ( 7   9)        0.046318      0.000165      0.000143   WU     0.042188      0.036563
 ( 6   5) <--> ( 7  10)        0.013037      0.000013      0.000011   WU     0.003342      0.002897
 ( 6   6) <--> ( 7   1)       -0.220959      0.003756      0.003255   WU     0.960069      0.832060
 ( 6   6) <--> ( 7   2)        0.457880      0.016127      0.013977   WU     4.122707      3.573012
 ( 6   6) <--> ( 7   3)        0.088694      0.000605      0.000524   WU     0.154692      0.134066
 ( 6   6) <--> ( 7   4)        1.759421      0.238120      0.206371   WU    60.872101     52.755821
 ( 6   6) <--> ( 7   5)       -0.011758      0.000011      0.000009   WU     0.002719      0.002356
 ( 6   6) <--> ( 7   6)        0.144895      0.001615      0.001400   WU     0.412842      0.357796
 ( 6   6) <--> ( 7   7)        0.010753      0.000009      0.000008   WU     0.002274      0.001971
 ( 6   6) <--> ( 7   8)       -0.017099      0.000022      0.000019   WU     0.005749      0.004983
 ( 6   6) <--> ( 7   9)        0.007449      0.000004      0.000004   WU     0.001091      0.000946
 ( 6   6) <--> ( 7  10)        0.048945      0.000184      0.000160   WU     0.047107      0.040826
 ( 6   7) <--> ( 7   1)        1.029675      0.081556      0.070682   WU    20.848713     18.068884
 ( 6   7) <--> ( 7   2)       -0.165226      0.002100      0.001820   WU     0.536826      0.465249
 ( 6   7) <--> ( 7   3)        0.600807      0.027767      0.024065   WU     7.098200      6.151774
 ( 6   7) <--> ( 7   4)        1.158217      0.103190      0.089431   WU    26.379037     22.861832
 ( 6   7) <--> ( 7   5)       -0.086472      0.000575      0.000498   WU     0.147038      0.127433
 ( 6   7) <--> ( 7   6)       -0.363176      0.010146      0.008793   WU     2.593657      2.247836
 ( 6   7) <--> ( 7   7)       -0.020058      0.000031      0.000027   WU     0.007912      0.006857
 ( 6   7) <--> ( 7   8)        0.073249      0.000413      0.000358   WU     0.105506      0.091439
 ( 6   7) <--> ( 7   9)        0.000216      0.000000      0.000000   WU     0.000001      0.000001
 ( 6   7) <--> ( 7  10)       -0.020742      0.000033      0.000029   WU     0.008460      0.007332
 ( 6   8) <--> ( 7   1)       -0.098499      0.000746      0.000647   WU     0.190786      0.165348
 ( 6   8) <--> ( 7   2)       -0.743956      0.042575      0.036898   WU    10.883633      9.432482
 ( 6   8) <--> ( 7   3)        0.005183      0.000002      0.000002   WU     0.000528      0.000458
 ( 6   8) <--> ( 7   4)        0.244718      0.004607      0.003992   WU     1.177636      1.020618
 ( 6   8) <--> ( 7   5)       -1.434694      0.158334      0.137223   WU    40.475995     35.079195
 ( 6   8) <--> ( 7   6)        0.005698      0.000002      0.000002   WU     0.000638      0.000553
 ( 6   8) <--> ( 7   7)       -0.127379      0.001248      0.001082   WU     0.319061      0.276519
 ( 6   8) <--> ( 7   8)       -0.009465      0.000007      0.000006   WU     0.001762      0.001527
 ( 6   8) <--> ( 7   9)       -0.040281      0.000125      0.000108   WU     0.031907      0.027653
 ( 6   8) <--> ( 7  10)       -0.054734      0.000230      0.000200   WU     0.058910      0.051055
 ( 6   9) <--> ( 7   1)        0.091991      0.000651      0.000564   WU     0.166406      0.144219
 ( 6   9) <--> ( 7   2)        0.619230      0.029496      0.025563   WU     7.540212      6.534850
 ( 6   9) <--> ( 7   3)        0.141887      0.001549      0.001342   WU     0.395879      0.343095
 ( 6   9) <--> ( 7   4)        0.205873      0.003260      0.002826   WU     0.833449      0.722323
 ( 6   9) <--> ( 7   5)        0.214696      0.003546      0.003073   WU     0.906414      0.785559
 ( 6   9) <--> ( 7   6)       -0.726133      0.040559      0.035151   WU    10.368401      8.985948
 ( 6   9) <--> ( 7   7)       -0.129597      0.001292      0.001120   WU     0.330269      0.286233
 ( 6   9) <--> ( 7   8)        0.284881      0.006243      0.005410   WU     1.595896      1.383110
 ( 6   9) <--> ( 7   9)        0.125466      0.001211      0.001049   WU     0.309551      0.268277
 ( 6   9) <--> ( 7  10)       -0.002266      0.000000      0.000000   WU     0.000101      0.000088
 ( 6  10) <--> ( 7   1)        0.031522      0.000076      0.000066   WU     0.019540      0.016934
 ( 6  10) <--> ( 7   2)       -0.010196      0.000008      0.000007   WU     0.002044      0.001772
 ( 6  10) <--> ( 7   3)       -0.457827      0.016123      0.013974   WU     4.121745      3.572179
 ( 6  10) <--> ( 7   4)        0.006887      0.000004      0.000003   WU     0.000933      0.000808
 ( 6  10) <--> ( 7   5)        0.026797      0.000055      0.000048   WU     0.014120      0.012238
 ( 6  10) <--> ( 7   6)        0.147871      0.001682      0.001458   WU     0.429977      0.372647
 ( 6  10) <--> ( 7   7)        0.003278      0.000001      0.000001   WU     0.000211      0.000183
 ( 6  10) <--> ( 7   8)       -0.077848      0.000466      0.000404   WU     0.119173      0.103283
 ( 6  10) <--> ( 7   9)        0.249628      0.004793      0.004154   WU     1.225365      1.061983
 ( 6  10) <--> ( 7  10)       -0.029165      0.000065      0.000057   WU     0.016726      0.014496
 ( 6   1) <--> ( 8   1)        1.615610      0.200784      0.153541   WU    51.327715     39.250606
 ( 6   1) <--> ( 8   2)        0.230491      0.004087      0.003125   WU     1.044693      0.798883
 ( 6   1) <--> ( 8   3)        0.000365      0.000000      0.000000   WU     0.000003      0.000002
 ( 6   1) <--> ( 8   4)       -0.109821      0.000928      0.000709   WU     0.237165      0.181361
 ( 6   1) <--> ( 8   5)       -0.020861      0.000033      0.000026   WU     0.008558      0.006544
 ( 6   1) <--> ( 8   6)       -0.051533      0.000204      0.000156   WU     0.052221      0.039934
 ( 6   1) <--> ( 8   7)        0.038152      0.000112      0.000086   WU     0.028622      0.021888
 ( 6   1) <--> ( 8   8)       -0.028973      0.000065      0.000049   WU     0.016507      0.012623
 ( 6   1) <--> ( 8   9)       -0.000654      0.000000      0.000000   WU     0.000008      0.000006
 ( 6   1) <--> ( 8  10)       -0.021192      0.000035      0.000026   WU     0.008831      0.006753
 ( 6   2) <--> ( 8   1)        0.185728      0.002653      0.002029   WU     0.678318      0.518713
 ( 6   2) <--> ( 8   2)        1.796218      0.248185      0.189788   WU    63.444951     48.516728
 ( 6   2) <--> ( 8   3)        0.059317      0.000271      0.000207   WU     0.069188      0.052908
 ( 6   2) <--> ( 8   4)        0.263794      0.005353      0.004093   WU     1.368384      1.046412
 ( 6   2) <--> ( 8   5)       -0.053401      0.000219      0.000168   WU     0.056076      0.042882
 ( 6   2) <--> ( 8   6)        0.084992      0.000556      0.000425   WU     0.142048      0.108625
 ( 6   2) <--> ( 8   7)        0.006257      0.000003      0.000002   WU     0.000770      0.000589
 ( 6   2) <--> ( 8   8)        0.036038      0.000100      0.000076   WU     0.025539      0.019530
 ( 6   2) <--> ( 8   9)        0.015138      0.000018      0.000013   WU     0.004506      0.003446
 ( 6   2) <--> ( 8  10)        0.033166      0.000085      0.000065   WU     0.021631      0.016541
 ( 6   3) <--> ( 8   1)       -0.309640      0.007375      0.005640   WU     1.885358      1.441744
 ( 6   3) <--> ( 8   2)        0.028381      0.000062      0.000047   WU     0.015839      0.012112
 ( 6   3) <--> ( 8   3)        0.217762      0.003648      0.002789   WU     0.932490      0.713080
 ( 6   3) <--> ( 8   4)        1.837217      0.259643      0.198551   WU    66.374260     50.756787
 ( 6   3) <--> ( 8   5)       -0.159962      0.001968      0.001505   WU     0.503166      0.384774
 ( 6   3) <--> ( 8   6)       -0.303934      0.007106      0.005434   WU     1.816511      1.389096
 ( 6   3) <--> ( 8   7)       -0.065073      0.000326      0.000249   WU     0.083269      0.063676
 ( 6   3) <--> ( 8   8)        0.015666      0.000019      0.000014   WU     0.004826      0.003691
 ( 6   3) <--> ( 8   9)       -0.095133      0.000696      0.000532   WU     0.177968      0.136093
 ( 6   3) <--> ( 8  10)       -0.039346      0.000119      0.000091   WU     0.030443      0.023280
 ( 6   4) <--> ( 8   1)        0.508625      0.019900      0.015218   WU     5.087148      3.890172
 ( 6   4) <--> ( 8   2)        1.018909      0.079860      0.061069   WU    20.415028     15.611492
 ( 6   4) <--> ( 8   3)       -2.398290      0.442446      0.338341   WU   113.105132     86.492159
 ( 6   4) <--> ( 8   4)        0.163187      0.002048      0.001566   WU     0.523659      0.400445
 ( 6   4) <--> ( 8   5)        0.183307      0.002585      0.001977   WU     0.660749      0.505279
 ( 6   4) <--> ( 8   6)       -0.065763      0.000333      0.000254   WU     0.085045      0.065034
 ( 6   4) <--> ( 8   7)       -0.034527      0.000092      0.000070   WU     0.023442      0.017926
 ( 6   4) <--> ( 8   8)        0.017070      0.000022      0.000017   WU     0.005730      0.004382
 ( 6   4) <--> ( 8   9)       -0.025478      0.000050      0.000038   WU     0.012764      0.009761
 ( 6   4) <--> ( 8  10)       -0.016039      0.000020      0.000015   WU     0.005059      0.003868
 ( 6   5) <--> ( 8   1)       -0.153524      0.001813      0.001386   WU     0.463480      0.354426
 ( 6   5) <--> ( 8   2)        0.545812      0.022916      0.017524   WU     5.858220      4.479815
 ( 6   5) <--> ( 8   3)       -0.526046      0.021286      0.016278   WU     5.441590      4.161216
 ( 6   5) <--> ( 8   4)        0.962514      0.071264      0.054496   WU    18.217667     13.931157
 ( 6   5) <--> ( 8   5)        1.931606      0.287008      0.219477   WU    73.369607     56.106170
 ( 6   5) <--> ( 8   6)       -0.109134      0.000916      0.000701   WU     0.234207      0.179100
 ( 6   5) <--> ( 8   7)       -0.050712      0.000198      0.000151   WU     0.050572      0.038672
 ( 6   5) <--> ( 8   8)       -0.325442      0.008147      0.006230   WU     2.082695      1.592649
 ( 6   5) <--> ( 8   9)        0.133064      0.001362      0.001042   WU     0.348178      0.266254
 ( 6   5) <--> ( 8  10)       -0.044064      0.000149      0.000114   WU     0.038181      0.029197
 ( 6   6) <--> ( 8   1)        0.065038      0.000325      0.000249   WU     0.083180      0.063608
 ( 6   6) <--> ( 8   2)       -0.369856      0.010523      0.008047   WU     2.689945      2.057017
 ( 6   6) <--> ( 8   3)        0.248158      0.004737      0.003622   WU     1.210977      0.926041
 ( 6   6) <--> ( 8   4)        0.325011      0.008126      0.006214   WU     2.077186      1.588436
 ( 6   6) <--> ( 8   5)       -0.124616      0.001195      0.000913   WU     0.305368      0.233517
 ( 6   6) <--> ( 8   6)       -1.822515      0.255505      0.195386   WU    65.316269     49.947735
 ( 6   6) <--> ( 8   7)        0.527730      0.021423      0.016382   WU     5.476495      4.187908
 ( 6   6) <--> ( 8   8)        0.212730      0.003481      0.002662   WU     0.889892      0.680506
 ( 6   6) <--> ( 8   9)        0.340390      0.008913      0.006816   WU     2.278414      1.742317
 ( 6   6) <--> ( 8  10)        0.046673      0.000168      0.000128   WU     0.042836      0.032757
 ( 6   7) <--> ( 8   1)       -0.049919      0.000192      0.000147   WU     0.049002      0.037472
 ( 6   7) <--> ( 8   2)        0.344171      0.009112      0.006968   WU     2.329312      1.781239
